Category,Synonym,Matched CUI,Canonical Name,Keyword
Hyperglycemic,,C4726010,glucose excretion rate,glucose
Hyperglycemic,,C4728363,familial hyperinsulinemic hypoglycemia 1 (hhf1) gene anomaly detection reagents,hypoglycemia
Hyperglycemic,,C4728365,familial infantile hypoglycemia precipitated by leucine gene anomaly detection reagents,hypoglycemia
Hyperglycemic,,C4728366,hyperinsulinemic hypoglycemia due to focal adenomatous hyperplasia gene anomaly detection reagents,hypoglycemia
Hyperglycemic,,C4728367,leucine-induced hypoglycemia (lih) gene anomaly detection reagents,hypoglycemia
Hyperglycemic,,C4728368,leucine-sensitive hypoglycemia of infancy gene anomaly detection reagents,hypoglycemia
Hyperglycemic,,C4728374,persistent hyperinsulinemia hypoglycemia of infancy gene anomaly detection reagents,hypoglycemia
Hyperglycemic,,C4728375,persistent hyperinsulinemic hypoglycemia of infancy gene anomaly detection reagents,hypoglycemia
Hyperglycemic,,C4728833,"growth deficiency, sun-sensitive, telangiectatic, hypo and hyperpigmented skin, predisposition to malignancy, and chromosomal instability gene anomaly detection reagents",hypo
Hyperglycemic,,C4729352,glucose-6-phosphatase catalytic subunit deletion/duplication detection reagents,glucose
Hyperglycemic,,C4729353,glucose-6-phosphatase deficiency gene anomaly detection reagents,glucose
Hyperglycemic,,C4729354,glucose-6-phosphatase deficiency glycogen storage disease gene anomaly detection reagents,glucose
Hyperglycemic,,C4729365,glucose-6-phosphatase catalytic subunit mutation detection reagents,glucose
Hyperglycemic,,C4729437,hyperinsulinemic hypoglycemia familial 3 (hhf3) gene anomaly detection reagents,hypoglycemia
Hyperglycemic,,C4729485,hyper-low-density-lipoproteinemia gene anomaly detection reagents,hyper
Hyperglycemic,,C4729654,hyper igm syndrome 1 gene anomaly detection reagents,hyper
Hyperglycemic,,C4729655,"hyper-igm immunodeficiency syndrome, type 1 gene anomaly detection reagents",hyper
Hyperglycemic,,C4729656,immunodeficiency with hyper igm type 1 (higm1) gene anomaly detection reagents,hyper
Hyperglycemic,,C4729657,x-linked hyper igm syndrome gene anomaly detection reagents,hyper
Hyperglycemic,,C4729907,carnitine palmitoyltransferase ii deficiency with hypoketotic hypoglycemia gene anomaly detection reagents,hypoglycemia
Hyperglycemic,,C4730080,blood glucose/blood pressure monitors,blood glucose
Hyperglycemic,,C4730461,"cerebellar vermis hypo/aplasia, oligophrenia, ataxia congenital, coloboma, and hepatic fibrosis gene anomaly detection reagents",hypo
Hyperglycemic,,C4730462,"cerebellar vermis hypo/aplasia, oligophrenia, congenital ataxia, ocular coloboma, and hepatic fibrosis gene anomaly detection reagents",hypo
Hyperglycemic,,C4730776,blood glucose analyzer/sphygmomanometers,blood glucose
Hyperglycemic,,C4731278,fora 6 connect (glucose) test strip,glucose
Hyperglycemic,,C4731281,glucose sensor (3) guardian mmt-7020a,glucose
Hyperglycemic,,C4731290,medisense (glucose) hi/lo control soln,glucose
Hyperglycemic,,C4731292,pro voice v8-v9 (glucose) test strip,glucose
Hyperglycemic,,C4731314,glucose sensor enlite mmt-7008a,glucose
Hyperglycemic,,C4734701,embrace pro (glucose) meter,glucose
Hyperglycemic,,C4734702,embrace pro (glucose) test strip,glucose
Hyperglycemic,,C4734703,embrace talk (glucose) test strip,glucose
Hyperglycemic,,C4741223,hydroxypropyl betadex (0.6 hydroxypropyl residues per glucose),glucose
Hyperglycemic,,C4741259,embrace talk (glucose) high control soln,glucose
Hyperglycemic,,C4741260,embrace talk (glucose) low control soln,glucose
Hyperglycemic,,C4742874,"g6pd protein, human",glucose
Hyperglycemic,,C4745685,glucose sensor freestyle libre 14 day,glucose
Hyperglycemic,,C4745826,sodium chloride 35 mg/ml [hyper-sal],hyper
Hyperglycemic,,C4745827,sodium chloride inhalation solution [hyper-sal],hyper
Hyperglycemic,,C4745831,sodium chloride 70 mg/ml [hyper-sal],hyper
Hyperglycemic,,C4746823,"hypoglycemia, stress-induced (precipitated by infection)",hypoglycemia
Hyperglycemic,,C4748942,"hypo- or areflexia, particularly of the lower limbs",hypo
Hyperglycemic,,C4748969,"hyper-ige recurrent infection syndrome 3, autosomal recessive",hyper
Hyperglycemic,,C4751124,hypoinsulinemic hypoglycemia and body hemihypertrophy,hypoglycemia
Hyperglycemic,,C4752252,caffeine and glucose only product,glucose
Hyperglycemic,,C4753385,glucose only product,glucose
Hyperglycemic,,C4753386,glucose and glutathione and hypromellose only product,glucose
Hyperglycemic,,C4753387,glucose and molasses only product,glucose
Hyperglycemic,,C4753388,glucose and potassium chloride only product,glucose
Hyperglycemic,,C4753389,glucose and potassium chloride and sodium chloride only product,glucose
Hyperglycemic,,C4753390,glucose and sodium chloride only product,glucose
Hyperglycemic,,C4756516,glucose and potassium chloride and sodium chloride only product in parenteral dose form,glucose
Hyperglycemic,,C4756517,glucose and potassium chloride only product in parenteral dose form,glucose
Hyperglycemic,,C4756518,glucose and sodium chloride only product in parenteral dose form,glucose
Hyperglycemic,,C4756519,glucose only product in ocular dose form,glucose
Hyperglycemic,,C4756520,glucose only product in oral dose form,glucose
Hyperglycemic,,C4756521,glucose only product in parenteral dose form,glucose
Hyperglycemic,,C4758360,anhydrous glucose 50 mg/ml and potassium chloride 2 mg/ml solution for infusion,glucose
Hyperglycemic,,C4758361,anhydrous glucose 40 mg/ml and potassium chloride 1.5 mg/ml and sodium chloride 1.8 mg/ml solution for infusion,glucose
Hyperglycemic,,C4758364,anhydrous glucose 40 mg/ml and potassium chloride 3 mg/ml and sodium chloride 1.8 mg/ml solution for infusion,glucose
Hyperglycemic,,C4758365,anhydrous glucose 50 mg/ml and potassium chloride 3 mg/ml solution for infusion,glucose
Hyperglycemic,,C4758366,anhydrous glucose 50 mg/ml and potassium chloride 1.5 mg/ml solution for infusion,glucose
Hyperglycemic,,C4758372,anhydrous glucose 40 mg/ml and potassium chloride 2 mg/ml and sodium chloride 1.8 mg/ml solution for infusion,glucose
Hyperglycemic,,C4758373,anhydrous glucose 50 mg/ml and potassium chloride 1.5 mg/ml and sodium chloride 4.5 mg/ml solution for infusion,glucose
Hyperglycemic,,C4759837,78 kda glucose-regulated protein,glucose
Hyperglycemic,,C4762587,embrace pro control solution blood glucose co,blood glucose
Hyperglycemic,,C4765103,easy step (glucose) high control soln,glucose
Hyperglycemic,,C4765104,easy step (glucose) low control soln,glucose
Hyperglycemic,,C4765105,easy step (glucose) normal control soln,glucose
Hyperglycemic,,C4773447,amytta sp. 1 bg-2017,BG
Hyperglycemic,,C4773448,amytta sp. 2 bg-2017,BG
Hyperglycemic,,C4773449,amytta sp. 3 bg-2017,BG
Hyperglycemic,,C4782607,candidatus kentron sp. fbg,FBG
Hyperglycemic,,C4893782,asparagaceae sp. wairere bg,BG
Hyperglycemic,,C4893783,asparagaceae sp. dunedin bg,BG
Hyperglycemic,,C4893784,asparagaceae sp. smith bg 6360pa,BG
Hyperglycemic,,C4893786,dracaena sp. moscow bg,BG
Hyperglycemic,,C4893787,dracaena sp. toronto bg,BG
Hyperglycemic,,C4893788,dracaena sp. stpetersburg bg,BG
Hyperglycemic,,C4893789,dracaena sp. brest bg 80-0330,BG
Hyperglycemic,,C4893790,dracaena sp. nancy bg 1989.3.056,BG
Hyperglycemic,,C4893791,dracaena sp. paris bg 7460,BG
Hyperglycemic,,C4916857,xiphinema sp. kra-bg,BG
Hyperglycemic,,C4916858,xiphinema sp. per-bg,BG
Hyperglycemic,,C5059887,ameletus sp. a bg-2018,BG
Hyperglycemic,,C5059888,ameletus sp. b bg-2018,BG
Hyperglycemic,,C5059889,anacroneuria sp. a bg-2018,BG
Hyperglycemic,,C5059890,anacroneuria sp. b bg-2018,BG
Hyperglycemic,,C5059891,anacroneuria sp. d bg-2018,BG
Hyperglycemic,,C5059892,anacroneuria sp. e bg-2018,BG
Hyperglycemic,,C5059893,anacroneuria sp. f bg-2018,BG
Hyperglycemic,,C5059894,anacroneuria sp. g bg-2018,BG
Hyperglycemic,,C5059895,anacroneuria sp. h bg-2018,BG
Hyperglycemic,,C5059896,andesiops sp. a bg-2018,BG
Hyperglycemic,,C5059897,andesiops sp. b bg-2018,BG
Hyperglycemic,,C5059898,andesiops sp. c bg-2018,BG
Hyperglycemic,,C5059899,andesiops sp. d bg-2018,BG
Hyperglycemic,,C5059900,andesiops sp. e bg-2018,BG
Hyperglycemic,,C5059901,andesiops sp. f bg-2018,BG
Hyperglycemic,,C5059902,andesiops sp. g bg-2018,BG
Hyperglycemic,,C5059903,andesiops sp. h bg-2018,BG
Hyperglycemic,,C5059904,andesiops sp. i bg-2018,BG
Hyperglycemic,,C5059905,andesiops sp. k bg-2018,BG
Hyperglycemic,,C5059906,andesiops sp. l bg-2018,BG
Hyperglycemic,,C5059907,andesiops sp. m bg-2018,BG
Hyperglycemic,,C5059908,andesiops sp. n bg-2018,BG
Hyperglycemic,,C5059909,andesiops sp. o bg-2018,BG
Hyperglycemic,,C5059910,atanatolica sp. a bg-2018,BG
Hyperglycemic,,C5059911,atanatolica sp. b bg-2018,BG
Hyperglycemic,,C5059912,atanatolica sp. c bg-2018,BG
Hyperglycemic,,C5059913,atanatolica sp. d bg-2018,BG
Hyperglycemic,,C5059914,atanatolica sp. e bg-2018,BG
Hyperglycemic,,C5059915,atanatolica sp. f bg-2018,BG
Hyperglycemic,,C5059916,atanatolica sp. g bg-2018,BG
Hyperglycemic,,C5059917,atanatolica sp. h bg-2018,BG
Hyperglycemic,,C5059918,atopsyche sp. a bg-2018,BG
Hyperglycemic,,C5059919,atopsyche sp. b bg-2018,BG
Hyperglycemic,,C5059920,atopsyche sp. c bg-2018,BG
Hyperglycemic,,C5059921,atopsyche sp. d bg-2018,BG
Hyperglycemic,,C5059922,atopsyche sp. g bg-2018,BG
Hyperglycemic,,C5059923,atopsyche sp. h bg-2018,BG
Hyperglycemic,,C5059924,atopsyche sp. i bg-2018,BG
Hyperglycemic,,C5059925,atopsyche sp. j bg-2018,BG
Hyperglycemic,,C5059926,atopsyche sp. k bg-2018,BG
Hyperglycemic,,C5059927,atopsyche sp. l bg-2018,BG
Hyperglycemic,,C5059928,atopsyche sp. m bg-2018,BG
Hyperglycemic,,C5059929,atopsyche sp. n bg-2018,BG
Hyperglycemic,,C5059930,atopsyche sp. o bg-2018,BG
Hyperglycemic,,C5059931,atopsyche sp. p bg-2018,BG
Hyperglycemic,,C5059932,atopsyche sp. q bg-2018,BG
Hyperglycemic,,C5059933,atopsyche sp. r bg-2018,BG
Hyperglycemic,,C5059934,baetodes sp. a bg-2018,BG
Hyperglycemic,,C5059935,baetodes sp. b bg-2018,BG
Hyperglycemic,,C5059936,baetodes sp. c bg-2018,BG
Hyperglycemic,,C5059937,baetodes sp. e bg-2018,BG
Hyperglycemic,,C5059938,baetodes sp. f bg-2018,BG
Hyperglycemic,,C5059939,baetodes sp. g bg-2018,BG
Hyperglycemic,,C5059940,baetodes sp. h bg-2018,BG
Hyperglycemic,,C5059941,baetodes sp. i bg-2018,BG
Hyperglycemic,,C5059942,baetodes sp. j bg-2018,BG
Hyperglycemic,,C5059943,baetodes sp. k bg-2018,BG
Hyperglycemic,,C5059944,baetodes sp. l bg-2018,BG
Hyperglycemic,,C5059945,baetodes sp. m bg-2018,BG
Hyperglycemic,,C5059946,banyallarga sp. a. bg-2018,BG
Hyperglycemic,,C5059947,cailloma sp. a. bg-2018,BG
Hyperglycemic,,C5059948,cailloma sp. b bg-2018,BG
Hyperglycemic,,C5059949,cinygmula sp. a bg-2018,BG
Hyperglycemic,,C5059950,cinygmula sp. b bg-2018,BG
Hyperglycemic,,C5059951,cinygmula sp. c bg-2018,BG
Hyperglycemic,,C5059952,cinygmula sp. d bg-2018,BG
Hyperglycemic,,C5059953,contulma sp. a bg-2018,BG
Hyperglycemic,,C5059954,contulma sp. b bg-2018,BG
Hyperglycemic,,C5059955,helicopsyche sp. a bg-2018,BG
Hyperglycemic,,C5059956,helicopsyche sp. b bg-2018,BG
Hyperglycemic,,C5059957,helicopsyche sp. c bg-2018,BG
Hyperglycemic,,C5059958,helicopsyche sp. d bg-2018,BG
Hyperglycemic,,C5059959,helicopsyche sp. e bg-2018,BG
Hyperglycemic,,C5059960,hesperophylax sp. a bg-2018,BG
Hyperglycemic,,C5059961,lachlania sp. a bg-2018,BG
Hyperglycemic,,C5059962,lachlania sp. b bg-2018,BG
Hyperglycemic,,C5059963,lepidostoma sp. a bg-2018,BG
Hyperglycemic,,C5059964,lepidostoma sp. b bg-2018,BG
Hyperglycemic,,C5059965,leptohyphes sp. a bg-2018,BG
Hyperglycemic,,C5059966,leptohyphes sp. b bg-2018,BG
Hyperglycemic,,C5059967,leptohyphes sp. c bg-2018,BG
Hyperglycemic,,C5059968,leptohyphes sp. d bg-2018,BG
Hyperglycemic,,C5059969,leptohyphes sp. e bg-2018,BG
Hyperglycemic,,C5059970,leptohyphes sp. f bg-2018,BG
Hyperglycemic,,C5059971,leptohyphes sp. g bg-2018,BG
Hyperglycemic,,C5059972,leptohyphes sp. h bg-2018,BG
Hyperglycemic,,C5059973,leptohyphes sp. i bg-2018,BG
Hyperglycemic,,C5059974,leptohyphes sp. j bg-2018,BG
Hyperglycemic,,C5059975,leptohyphes sp. k bg-2018,BG
Hyperglycemic,,C5059976,leptohyphes sp. l bg-2018,BG
Hyperglycemic,,C5059977,leucotrichia sp. a bg-2018,BG
Hyperglycemic,,C5059978,metrichia sp. a bg-2018,BG
Hyperglycemic,,C5059979,nectopsyche sp. a bg-2018,BG
Hyperglycemic,,C5059980,nectopsyche sp. b bg-2018,BG
Hyperglycemic,,C5059981,nectopsyche sp. c bg-2018,BG
Hyperglycemic,,C5059982,nectopsyche sp. d bg-2018,BG
Hyperglycemic,,C5059983,nectopsyche sp. e bg-2018,BG
Hyperglycemic,,C5059984,nectopsyche sp. f bg-2018,BG
Hyperglycemic,,C5059985,nectopsyche sp. g bg-2018,BG
Hyperglycemic,,C5059986,nectopsyche sp. h bg-2018,BG
Hyperglycemic,,C5059987,nectopsyche sp. i bg-2018,BG
Hyperglycemic,,C5059988,nectopsyche sp. j bg-2018,BG
Hyperglycemic,,C5059989,nectopsyche sp. k bg-2018,BG
Hyperglycemic,,C5059990,nectopsyche sp. l bg-2018,BG
Hyperglycemic,,C5059991,nectopsyche sp. m bg-2018,BG
Hyperglycemic,,C5059992,phylloicus sp. a bg-2018,BG
Hyperglycemic,,C5059993,phylloicus sp. b bg-2018,BG
Hyperglycemic,,C5059994,phylloicus sp. c bg-2018,BG
Hyperglycemic,,C5059995,phylloicus sp. d bg-2018,BG
Hyperglycemic,,C5059996,phylloicus sp. e bg-2018,BG
Hyperglycemic,,C5059997,psychoglypha sp. a bg-2018,BG
Hyperglycemic,,C5059998,smicridea sp. a bg-2018,BG
Hyperglycemic,,C5059999,smicridea sp. b bg-2018,BG
Hyperglycemic,,C5060000,smicridea sp. c bg-2018,BG
Hyperglycemic,,C5060001,smicridea sp. d bg-2018,BG
Hyperglycemic,,C5060002,smicridea sp. e bg-2018,BG
Hyperglycemic,,C5060003,smicridea sp. f bg-2018,BG
Hyperglycemic,,C5060004,smicridea sp. g bg-2018,BG
Hyperglycemic,,C5060005,smicridea sp. h bg-2018,BG
Hyperglycemic,,C5060006,suwallia sp. a bg-2018,BG
Hyperglycemic,,C5060007,suwallia sp. b bg-2018,BG
Hyperglycemic,,C5060008,thraulodes sp. a bg-2018,BG
Hyperglycemic,,C5060009,thraulodes sp. b bg-2018,BG
Hyperglycemic,,C5060010,alloperla pilosa complex sp. a bg-2018,BG
Hyperglycemic,,C5060011,anacroneuria cajas complex sp. a bg-2018,BG
Hyperglycemic,,C5060012,anacroneuria cajas complex sp. b bg-2018,BG
Hyperglycemic,,C5060013,anacroneuria guambiana complex sp. a bg-2018,BG
Hyperglycemic,,C5060014,anacroneuria guambiana complex sp. b bg-2018,BG
Hyperglycemic,,C5060015,anacroneuria guambiana complex sp. c bg-2018,BG
Hyperglycemic,,C5060016,baetis tricaudatus complex sp. a bg-2018,BG
Hyperglycemic,,C5060017,baetis tricaudatus complex sp. b bg-2018,BG
Hyperglycemic,,C5060018,baetis tricaudatus complex sp. c bg-2018,BG
Hyperglycemic,,C5060019,baetis tricaudatus complex sp. d bg-2018,BG
Hyperglycemic,,C5060020,diphetor hageni group sp. bg-2018,BG
Hyperglycemic,,C5060021,drunella coloradensis complex sp. a bg-2018,BG
Hyperglycemic,,C5060022,drunella coloradensis complex sp. b bg-2018,BG
Hyperglycemic,,C5060024,ecuaphlebia sp. a bg-2018,BG
Hyperglycemic,,C5060025,ecuaphlebia sp. b bg-2018,BG
Hyperglycemic,,C5060026,ecuaphlebia sp. c bg-2018,BG
Hyperglycemic,,C5060027,epeorus longimanus complex sp. a bg-2018,BG
Hyperglycemic,,C5060028,epeorus longimanus complex sp. b bg-2018,BG
Hyperglycemic,,C5060029,ephemerella dorothea infrequens group sp. a bg-2018,BG
Hyperglycemic,,C5060030,ephemerella dorothea infrequens group sp. b bg-2018,BG
Hyperglycemic,,C5060031,ephemerella dorothea infrequens group sp. c bg-2018,BG
Hyperglycemic,,C5060032,ephemerella dorothea infrequens group sp. d bg-2018,BG
Hyperglycemic,,C5060033,fallceon quilleri complex sp. a bg-2018,BG
Hyperglycemic,,C5060034,fallceon quilleri complex sp. b bg-2018,BG
Hyperglycemic,,C5060035,lepidostoma podagrum complex sp. a bg-2018,BG
Hyperglycemic,,C5060036,lepidostoma podagrum complex sp. b bg-2018,BG
Hyperglycemic,,C5060037,leptonema sp. a bg-2018,BG
Hyperglycemic,,C5060038,leptonema sp. b bg-2018,BG
Hyperglycemic,,C5060039,leptonema sp. c bg-2018,BG
Hyperglycemic,,C5060040,leptonema sp. d bg-2018,BG
Hyperglycemic,,C5060041,leptonema sp. e bg-2018,BG
Hyperglycemic,,C5060042,leptonema sp. f bg-2018,BG
Hyperglycemic,,C5060043,leptonema sp. g bg-2018,BG
Hyperglycemic,,C5060044,limnephilus abbreviatus group sp. bg-2018,BG
Hyperglycemic,,C5060046,mayobaetis sp. a bg-2018,BG
Hyperglycemic,,C5060047,mayobaetis sp. b bg-2018,BG
Hyperglycemic,,C5060048,mayobaetis sp. c bg-2018,BG
Hyperglycemic,,C5060049,mayobaetis sp. d bg-2018,BG
Hyperglycemic,,C5060050,mayobaetis sp. e bg-2018,BG
Hyperglycemic,,C5060051,megarcys signata complex sp. b bg-2018,BG
Hyperglycemic,,C5060052,mortoniella sp. a bg-2018,BG
Hyperglycemic,,C5060053,nectopsyche gemma group sp. bg-2018,BG
Hyperglycemic,,C5060054,paraleuctra occidentalis complex sp. a bg-2018,BG
Hyperglycemic,,C5060055,paraleuctra occidentalis complex sp. b bg-2018,BG
Hyperglycemic,,C5060056,paraleuctra vershina complex sp. a bg-2018,BG
Hyperglycemic,,C5060057,paraleuctra vershina complex sp. b bg-2018,BG
Hyperglycemic,,C5060059,prebaetodes sp. a bg-2018,BG
Hyperglycemic,,C5060060,prebaetodes sp. b bg-2018,BG
Hyperglycemic,,C5060061,prebaetodes sp. c bg-2018,BG
Hyperglycemic,,C5060062,prebaetodes sp. d bg-2018,BG
Hyperglycemic,,C5060063,rhithrogena hageni complex sp. a bg-2018,BG
Hyperglycemic,,C5060064,siphlonurus occidentalis complex sp. a bg-2018,BG
Hyperglycemic,,C5060065,siphlonurus occidentalis complex sp. b bg-2018,BG
Hyperglycemic,,C5060066,zapada oregonensis group sp. a bg-2018,BG
Hyperglycemic,,C5060067,zapada oregonensis group sp. b bg-2018,BG
Hyperglycemic,,C5065936,clerodendrum sp. bg-2018,BG
Hyperglycemic,,C5135011,andesiops sp. j bg-2018,BG
Hyperglycemic,,C5135012,atopsyche sp. f bg-2018,BG
Hyperglycemic,,C5135013,baetodes sp. d bg-2018,BG
Hyperglycemic,,C5135014,contulma sp. c bg-2018,BG
Hyperglycemic,,C5135015,oecetis sp. a bg-2018,BG
Hyperglycemic,,C5135431,ecuaphlebia sp. d bg-2018,BG
Hyperglycemic,,C5135432,megarcys signata complex sp. a bg-2018,BG
Hyperglycemic,,C5135665,contour next glucose test strips by ascensia,glucose
Hyperglycemic,,C5135669,contour blood glucose test strips by ascensia,blood glucose
Hyperglycemic,,C5137114,fora gtel (glucose) test strip,glucose
Hyperglycemic,,C5137116,freestyle libre 14 day (glucose) reader,glucose
Hyperglycemic,,C5137278,cdc24p-far1p-gbetagamma complex,BG
Hyperglycemic,,C5140759,vivaguard (glucose) low/normal/high control soln,glucose
Hyperglycemic,,C5140781,vivaguard ino (glucose) test strip,glucose
Hyperglycemic,,C5142565,growth hormone & glucose post clonidine stimulation panel,glucose
Hyperglycemic,,C5142631,glucose post glucagon stimulation panel,glucose
Hyperglycemic,,C5144561,growth hormone & glucose post clonidine stimulation panel:-:pt:ser/plas:qn,glucose
Hyperglycemic,,C5144562,glucose^30m post dose clonidine:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C5144563,glucose^1h post dose clonidine:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C5144564,glucose^1.5h post dose clonidine:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C5144565,glucose^2h post dose clonidine:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C5144706,glucose^30m post dose glucagon:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C5144707,glucose^20m post dose glucagon:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C5144708,glucose^10m post dose glucagon:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C5144709,glucose post glucagon stimulation panel:-:pt:ser/plas:qn,glucose
Hyperglycemic,,C5145629,c peptide^1.5h post dose glucose,glucose
Hyperglycemic,,C5145633,c peptide^10m post dose glucose,glucose
Hyperglycemic,,C5145642,c peptide^15m post dose glucose,glucose
Hyperglycemic,,C5145647,c peptide^1h post dose glucose,glucose
Hyperglycemic,,C5145650,c peptide^1m post dose glucose,glucose
Hyperglycemic,,C5145655,c peptide^2h post dose glucose,glucose
Hyperglycemic,,C5145661,c peptide^3.5h post dose glucose,glucose
Hyperglycemic,,C5145662,c peptide^30m post dose glucose,glucose
Hyperglycemic,,C5145664,c peptide^3h post dose glucose,glucose
Hyperglycemic,,C5145666,c peptide^3m post dose glucose,glucose
Hyperglycemic,,C5145669,c peptide^4.5h post dose glucose,glucose
Hyperglycemic,,C5145671,c peptide^45m post dose glucose,glucose
Hyperglycemic,,C5145673,c peptide^4h post dose glucose,glucose
Hyperglycemic,,C5145678,c peptide^5h post dose glucose,glucose
Hyperglycemic,,C5145681,c peptide^5m post dose glucose,glucose
Hyperglycemic,,C5145683,c peptide^5m pre dose glucose,glucose
Hyperglycemic,,C5145704,c peptide^pre dose glucose,glucose
Hyperglycemic,,C5146041,corticotropin^1.5h post dose glucose,glucose
Hyperglycemic,,C5146063,corticotropin^1h post dose glucose,glucose
Hyperglycemic,,C5146072,corticotropin^2.5h post dose glucose,glucose
Hyperglycemic,,C5146080,corticotropin^2h post dose glucose,glucose
Hyperglycemic,,C5146090,corticotropin^30m post dose glucose,glucose
Hyperglycemic,,C5146098,corticotropin^3h post dose glucose,glucose
Hyperglycemic,,C5146146,corticotropin^pre dose glucose,glucose
Hyperglycemic,,C5146913,glucose and lactose and lactulose and xxx challenge panel,glucose
Hyperglycemic,,C5146914,glucose tolerance^post 100 g glucose po,glucose
Hyperglycemic,,C5146915,glucose tolerance^post 75 g glucose po,glucose
Hyperglycemic,,C5146916,glucose^ 6m post xxx challenge,glucose
Hyperglycemic,,C5146917,glucose^1.3h post dose glucose,glucose
Hyperglycemic,,C5146918,glucose^1.3h post dose insulin iv,glucose
Hyperglycemic,,C5146919,glucose^1.5h post 0.05-0.15 u insulin/kg iv post 12h cfst,glucose
Hyperglycemic,,C5146920,glucose^1.5h post 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5146921,glucose^1.5h post 100 g glucose po,glucose
Hyperglycemic,,C5146922,glucose^1.5h post 50 g lactose po,glucose
Hyperglycemic,,C5146923,glucose^1.5h post 75 g glucose po,glucose
Hyperglycemic,,C5146924,glucose^1.5h post dose betaxolol,glucose
Hyperglycemic,,C5146925,glucose^1.5h post dose clonidine,glucose
Hyperglycemic,,C5146926,glucose^1.5h post dose fructose po,glucose
Hyperglycemic,,C5146927,glucose^1.5h post dose glucose,glucose
Hyperglycemic,,C5146928,glucose^1.5h post dose insulin iv,glucose
Hyperglycemic,,C5146929,glucose^1.5h post dose lactose po,glucose
Hyperglycemic,,C5146930,glucose^1.5h post dose ornithine alpha-ketoglutarate,glucose
Hyperglycemic,,C5146931,glucose^1.5h post dose triple bolus,glucose
Hyperglycemic,,C5146932,glucose^1.5h post meal,glucose
Hyperglycemic,,C5146933,glucose^1.5h post xxx challenge,glucose
Hyperglycemic,,C5146934,glucose^1.6h post dose glucose,glucose
Hyperglycemic,,C5146935,glucose^10 am specimen,glucose
Hyperglycemic,,C5146936,glucose^10 pm specimen,glucose
Hyperglycemic,,C5146937,glucose^10.5h post xxx challenge,glucose
Hyperglycemic,,C5146938,glucose^10.75h post xxx challenge,glucose
Hyperglycemic,,C5146939,glucose^100m post xxx challenge,glucose
Hyperglycemic,,C5146940,glucose^105m post dose glucose,glucose
Hyperglycemic,,C5146941,glucose^105m post xxx challenge,glucose
Hyperglycemic,,C5146942,glucose^10h post xxx challenge,glucose
Hyperglycemic,,C5146943,glucose^10m post 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5146944,glucose^10m post dose glucagon,glucose
Hyperglycemic,,C5146945,glucose^10m post dose glucose,glucose
Hyperglycemic,,C5146946,glucose^10m pre dose glucagon,glucose
Hyperglycemic,,C5146947,glucose^10m pre xxx challenge,glucose
Hyperglycemic,,C5146948,glucose^10th specimen,glucose
Hyperglycemic,,C5146949,glucose^10th specimen post xxx challenge,glucose
Hyperglycemic,,C5146950,glucose^11 am specimen,glucose
Hyperglycemic,,C5146951,glucose^11.5h post xxx challenge,glucose
Hyperglycemic,,C5146952,glucose^110m post xxx challenge,glucose
Hyperglycemic,,C5146953,glucose^11h post xxx challenge,glucose
Hyperglycemic,,C5146954,glucose^11th specimen post xxx challenge,glucose
Hyperglycemic,,C5146955,glucose^12 am specimen,glucose
Hyperglycemic,,C5146956,glucose^12 pm specimen,glucose
Hyperglycemic,,C5146957,glucose^12.5h post xxx challenge,glucose
Hyperglycemic,,C5146958,glucose^12h post 50 g lactose po,glucose
Hyperglycemic,,C5146959,glucose^12h post peritoneal dialysis,glucose
Hyperglycemic,,C5146960,glucose^12h post xxx challenge,glucose
Hyperglycemic,,C5146961,glucose^12m post xxx challenge,glucose
Hyperglycemic,,C5146962,glucose^12th specimen post xxx challenge,glucose
Hyperglycemic,,C5146963,glucose^13.5h post xxx challenge,glucose
Hyperglycemic,,C5146964,glucose^13h post xxx challenge,glucose
Hyperglycemic,,C5146965,glucose^13m pre xxx challenge,glucose
Hyperglycemic,,C5146966,glucose^13th specimen post xxx challenge,glucose
Hyperglycemic,,C5146967,glucose^14h post xxx challenge,glucose
Hyperglycemic,,C5146968,glucose^14m post xxx challenge,glucose
Hyperglycemic,,C5146969,glucose^14th specimen post xxx challenge,glucose
Hyperglycemic,,C5146970,glucose^15.5h post xxx challenge,glucose
Hyperglycemic,,C5146971,glucose^15m post 0.1 u/kg insulin,glucose
Hyperglycemic,,C5146972,glucose^15m post 100 g glucose po,glucose
Hyperglycemic,,C5146973,glucose^15m post 50 g lactose po,glucose
Hyperglycemic,,C5146974,glucose^15m post dose arginine+insulin,glucose
Hyperglycemic,,C5146975,glucose^15m post dose glucagon,glucose
Hyperglycemic,,C5146976,glucose^15m post dose glucose,glucose
Hyperglycemic,,C5146977,glucose^15m post dose lactose po,glucose
Hyperglycemic,,C5146978,glucose^15m post dose ornithine alpha-ketoglutarate,glucose
